"211","open-source intelligence (OSINT)","tình báo nguồn mở (OSINT)","thu thập thông tin từ nguồn công khai như social media, DNS, WHOIS","10","Là hoạt động thu thập và phân tích thông tin từ các nguồn công khai, miễn phí để xây dựng một bức tranh tổng thể về mục tiêu trước khi bắt đầu tấn công.","Toàn bộ quá trình sử dụng Google, Shodan, và a Harvester để thu thập thông tin được gọi chung là OSINT."
"212","offensive security","an ninh chủ động","hoạt động tấn công mô phỏng — red team, pentest, exploit dev","10","Là lĩnh vực an ninh mạng tập trung vào việc tấn công và kiểm thử hệ thống một cách chủ động (còn gọi là Red Team) để tìm ra các điểm yếu trước khi kẻ xấu làm điều đó.","Pentest và phát triển exploit là những hoạt động cốt lõi của Offensive Security."
"213","OpenVAS","OpenVAS","open-source vulnerability scanner","10","Là một framework quét lỗ hổng mã nguồn mở mạnh mẽ, được sử dụng để tự động phát hiện các lỗ hổng đã biết và các cấu hình sai trên các hệ thống mạng.","Quản trị viên hệ thống thiết lập OpenVAS để thực hiện quét lỗ hổng hàng tuần trên toàn bộ mạng nội bộ."
"214","Nessus","Nessus","trình quét lỗ hổng thương mại/phổ biến","10","Là một trong những công cụ quét lỗ hổng thương mại phổ biến và được sử dụng rộng rãi nhất, cung cấp các báo cáo chi tiết và cơ sở dữ liệu lỗ hổng được cập nhật liên tục.","Một công ty thuê đội pentest bên ngoài, và họ sử dụng Nessus để thực hiện bước quét lỗ hổng ban đầu."
"215","Nexpose","Nexpose","vulnerability scanner — Rapid7","10","Là một giải pháp quản lý lỗ hổng của Rapid7, cung cấp khả năng quét, phát hiện, và ưu tiên khắc phục các lỗ hổng dựa trên mức độ rủi ro thực tế.","Đội ngũ an ninh sử dụng Nexpose để theo dõi và quản lý vòng đời của các lỗ hổng trong toàn bộ tổ chức."
"216","Qualys","Qualys","nền tảng quản lý lỗ hổng & compliance","10","Là một nền tảng bảo mật và tuân thủ dựa trên đám mây, cung cấp các dịch vụ quét lỗ hổng, kiểm tra tuân thủ cấu hình và bảo vệ ứng dụng web.","Một tập đoàn lớn sử dụng nền tảng Qualys để đảm bảo tất cả các chi nhánh của họ trên toàn cầu đều tuân thủ chính sách bảo mật chung."
"217","SQLmap","SQLmap","tool tự động phát hiện và khai thác SQL injection","10","Là công cụ tự động hóa hàng đầu để phát hiện và khai thác các lỗ hổng SQL injection, cho phép pentester trích xuất cơ sở dữ liệu một cách dễ dàng.","Sau khi phát hiện một dấu hiệu của SQL injection, pentester sử dụng SQLmap để tự động khai thác và kết xuất toàn bộ bảng người dùng."
"218","Nikto","Nikto","web server scanner tìm lỗ hổng và cấu hình sai","10","Là một công cụ quét máy chủ web mã nguồn mở, chuyên tìm kiếm các file và script nguy hiểm, các phiên bản phần mềm lỗi thời và các vấn đề cấu hình cụ thể.","Pentester chạy Nikto trên một địa chỉ IP để nhanh chóng kiểm tra xem máy chủ web có các lỗ hổng phổ biến hay không."
"219","OWASP Zed Attack Proxy (ZAP)","OWASP ZAP","DAST proxy/tool để test bảo mật ứng dụng web","10","Là một công cụ pentest ứng dụng web mã nguồn mở miễn phí, hoạt động như một proxy chặn giữa trình duyệt và máy chủ để phân tích và tấn công lưu lượng truy cập.","Một chuyên gia bảo mật sử dụng OWASP ZAP để tự động quét ứng dụng web của họ nhằm tìm kiếm các lỗ hổng như XSS và SQL Injection."
"220","W3af","W3af","web application attack and audit framework — web vulnerability scanner/exploitation","10","Là một framework tấn công và kiểm toán ứng dụng web, cung cấp các plugin để phát hiện và khai thác nhiều loại lỗ hổng web khác nhau.","Pentester cấu hình W3af với các plugin phù hợp để thực hiện một cuộc tấn công toàn diện vào một ứng dụng web mục tiêu."
"221","DirBuster","DirBuster","tool brute-force thư mục/tệp trên webserver để tìm nội dung ẩn","10","Là một công cụ dùng để tấn công brute-force tên của các thư mục và file trên máy chủ web nhằm tìm ra các tài nguyên ẩn hoặc không được liên kết.","Pentester sử dụng DirBuster với một danh sách từ khóa để khám phá ra một trang quản trị ẩn tại /admin-portal."
"222","Brakeman","Brakeman","SAST tool chuyên cho Ruby on Rails — phân tích mã nguồn tìm security issues","10","Là một công cụ kiểm thử bảo mật ứng dụng tĩnh (SAST) được thiết kế riêng cho các ứng dụng Ruby on Rails, giúp phát hiện các lỗ hổng bảo mật trực tiếp từ mã nguồn.","Lập trình viên tích hợp Brakeman vào quy trình CI/CD của họ để tự động quét mã nguồn Ruby on Rails mỗi khi có thay đổi."
"223","Open Security Content Automation Protocol (SCAP)","SCAP","chuẩn/khung tự động hóa quét & đánh giá cấu hình, lỗ hổng, compliance","10","Là một bộ các tiêu chuẩn của chính phủ Hoa Kỳ để tự động hóa việc kiểm tra tuân thủ, quản lý lỗ hổng và đo lường cấu hình bảo mật hệ thống.","Một tổ chức chính phủ sử dụng một công cụ tương thích SCAP để xác minh rằng các máy chủ của họ tuân thủ các hướng dẫn bảo mật bắt buộc."
"224","Scanners","công cụ quét","bao gồm vulnerability scanners, port scanners, web scanners, v.v.","10","Là một thuật ngữ chung chỉ các công cụ được thiết kế để tự động thăm dò một hệ thống hoặc mạng nhằm tìm kiếm các đặc điểm cụ thể như cổng mở, dịch vụ đang chạy, hoặc các lỗ hổng đã biết.","Một cuộc kiểm thử xâm nhập thường bắt đầu bằng việc sử dụng các Scanners khác nhau để thu thập thông tin về mục tiêu."
"225","ADIA (Appliance for Digital Investigation and Analysis)","ADIA","thiết bị/phần mềm hỗ trợ điều tra và phân tích số","10","Là một hệ thống máy ảo được xây dựng cho mục đích điều tra và phân tích pháp y số, tích hợp sẵn nhiều công cụ cần thiết.","Một điều tra viên sử dụng ADIA để tiến hành phân tích một ổ cứng đã được sao chép hình ảnh (image)."
"226","CAINE (Computer Aided Investigative Environment)","CAINE","hệ sinh thái điều tra pháp y máy tính","10","Là một bản phân phối Linux tập trung vào pháp y số, cung cấp một môi trường hoàn chỉnh với giao diện thân thiện để hỗ trợ quá trình điều tra.","Đội ứng phó sự cố sử dụng CAINE để phân tích các hệ thống bị xâm nhập và thu thập bằng chứng."
"227","Skadi","Skadi","distro forensic / pentest, dùng để phân tích dữ liệu số","10","Là một giải pháp bảo mật dựa trên đám mây dùng cho việc săn tìm mối đe dọa (threat hunting) và phân tích pháp y số trên quy mô lớn.","Một đội SOC sử dụng Skadi để phân tích log từ hàng nghìn thiết bị nhằm tìm kiếm các dấu hiệu của một cuộc tấn công."
"228","PALADIN","PALADIN","forensic live CD — môi trường pháp y trực tiếp","10","Là một bản phân phối Linux live CD mã nguồn mở, cung cấp một bộ công cụ pháp y số mạnh mẽ và dễ sử dụng.","Một kỹ thuật viên sử dụng PALADIN để tạo một bản sao pháp y (forensic image) của một ổ đĩa mà không làm thay đổi dữ liệu gốc."
"229","Security Onion","Security Onion","distro Linux cho IDS/NSM/forensic — giám sát an ninh mạng","10","Là một bản phân phối Linux miễn phí dành cho việc giám sát an ninh mạng (NSM), phát hiện xâm nhập (IDS) và săn tìm mối đe dọa (threat hunting).","Một quản trị viên mạng triển khai Security Onion để giám sát toàn bộ lưu lượng mạng và nhận cảnh báo về các hoạt động đáng ngờ."
"250","SIFT Workstation (SANS Investigative Forensic Toolkit) Workstation","SIFT Workstation","môi tru?ng forensic chu?n SANS d? phân tích máy tính, evidence, malware.","10","Là một bộ công cụ và môi trường pháp y số được phát triển bởi SANS, được xem là một trong những tiêu chuẩn vàng trong ngành điều tra kỹ thuật số.","Một chuyên gia pháp y số sử dụng SIFT Workstation để thực hiện phân tích chi tiết bộ nhớ (RAM) của một máy tính bị nhiễm mã độc."
"251","SpotBugs","SpotBugs","tool ki?m tra l?i ph?n m?m Java — tìm bug, security issues.","10","Là một công cụ phân tích mã tĩnh cho Java, giúp tìm kiếm các lỗi lập trình phổ biến và các vấn đề tiềm ẩn trong mã nguồn.","Lập trình viên chạy SpotBugs trên mã nguồn Java của họ để cải thiện chất lượng và giảm thiểu lỗi trước khi phát hành."
"252","FindSecBugs","FindSecBugs","plugin SpotBugs d? phát hi?n l? h?ng b?o m?t trong Java.","10","Là một plugin cho SpotBugs, tập trung vào việc phát hiện các lỗ hổng bảo mật cụ thể trong mã nguồn Java, như XSS, SQL Injection, và các vấn đề về mã hóa.","Trong quy trình SSDLC, FindSecBugs được tích hợp để tự động quét và cảnh báo về các lỗ hổng bảo mật trong code Java."
"253","SonarQube","SonarQube","công c? ki?m tra ch?t lu?ng mã, bao g?m b?o m?t, code smells.","10","Là một nền tảng mã nguồn mở để kiểm tra và quản lý chất lượng mã nguồn một cách liên tục, bao gồm cả việc phát hiện lỗ hổng bảo mật, các đoạn mã "bốc mùi" (code smells) và các lỗi tiềm tàng.","Một đội phát triển sử dụng SonarQube để đảm bảo rằng mã nguồn của họ luôn đạt các tiêu chuẩn cao về chất lượng và bảo mật."
"254","Fuzzers","fuzzers","công c? th?c hi?n fuzz testing — ki?m th? d?u vào ng?u nhiên.","10","Là các công cụ được thiết kế để thực hiện Fuzz Testing, tự động gửi đi một lượng lớn dữ liệu không hợp lệ hoặc ngẫu nhiên đến một ứng dụng để tìm ra các lỗi và lỗ hổng.","Các nhà nghiên cứu bảo mật sử dụng các Fuzzers khác nhau để tìm kiếm các lỗ hổng zero-day trong các trình duyệt web và các hệ điều hành."
"255","Fuzz testing","ki?m th? fuzz","k? thu?t th? nghi?m ph?n m?m v?i d? li?u ng?u nhiên d? tìm l?i/l? h?ng.","10","Là một kỹ thuật kiểm thử phần mềm tự động, tập trung vào việc tìm kiếm các lỗi crash hoặc các hành vi không mong muốn bằng cách cung cấp các đầu vào không hợp lệ.","Fuzz Testing đã giúp phát hiện ra hàng nghìn lỗ hổng nghiêm trọng trong các phần mềm mã nguồn mở phổ biến."
"256","Peach","Peach","framework fuzzing d? tìm l?i b?o m?t trên ?ng d?ng và giao th?c.","10","Là một nền tảng fuzzing mạnh mẽ, cho phép người dùng tạo ra các fuzzer thông minh để kiểm thử các định dạng file phức tạp và các giao thức mạng.","Một chuyên gia bảo mật sử dụng Peach Fuzzer để kiểm tra một giao thức mạng tùy chỉnh nhằm tìm kiếm các lỗ hổng tiềm ẩn."
"257","Mutiny Fuzzing Framework","Mutiny Fuzzing Framework","framework fuzzing nâng cao.","10","Là một framework fuzzing dựa trên mạng, cho phép kiểm thử các giao thức mạng bằng cách theo dõi và thay đổi dữ liệu được gửi đi.","Mutiny Fuzzing Framework được sử dụng để tìm kiếm các lỗ hổng trong việc triển khai giao thức TLS của một máy chủ."
"258","American Fuzzy Lop","AFL","fuzzer ph? bi?n d? tìm l?i ph?n m?m, crash, memory corruption.","10","Là một trong những công cụ fuzzing hiệu quả và phổ biến nhất, sử dụng kỹ thuật "instrumentation" để khám phá các đường thực thi mới trong mã và tìm ra các lỗi một cách thông minh.","Một nhà nghiên cứu chạy AFL trong nhiều ngày trên một thư viện xử lý ảnh và đã phát hiện ra nhiều lỗ hổng tràn bộ đệm."
"259","Wifite2","Wifite2","tool t? d?ng t?n công m?ng Wi-Fi — brute-force WEP/WPA/WPA2.","10","Là một kịch bản tự động hóa việc tấn công các mạng Wi-Fi, giúp đơn giản hóa quá trình tìm kiếm và bẻ khóa các mạng WEP, WPA, và WPA2.","Một pentester sử dụng Wifite2 để nhanh chóng kiểm tra xem các mạng Wi-Fi trong khu vực có sử dụng mật khẩu yếu hay không."
"260","EAPHammer","EAPHammer","tool pentest Wi-Fi Enterprise — t?n công WPA2-Enterprise.","10","Là một công cụ chuyên dụng để tấn công các mạng Wi-Fi sử dụng chuẩn WPA2-Enterprise, thường được dùng trong các môi trường doanh nghiệp.","Pentester sử dụng EAPHammer để thực hiện một cuộc tấn công "Evil Twin" nhằm đánh cắp thông tin đăng nhập của người dùng vào mạng Wi-Fi doanh nghiệp."
"261","Spooftooph","Spooftooph","tool gi? m?o MAC address trên Bluetooth/Wi-Fi.","10","Là một công cụ được thiết kế để tự động giả mạo địa chỉ MAC, thường được dùng để vượt qua các biện pháp bảo mật dựa trên lọc địa chỉ MAC.","Một người dùng sử dụng Spooftooph để thay đổi địa chỉ MAC của mình nhằm truy cập vào một mạng Wi-Fi công cộng có giới hạn thời gian."
"262","Reaver","Reaver","tool khai thác WPS PIN d? truy c?p m?ng Wi-Fi.","10","Là một công cụ chuyên tấn công vào lỗ hổng của tính năng Wi-Fi Protected Setup (WPS) để khôi phục mật khẩu WPA/WPA2 mà không cần tấn công từ điển.","Pentester sử dụng Reaver để tấn công vào mã PIN của WPS và lấy được mật khẩu Wi-Fi trong vài giờ."
"263","WiGLE (Wireless Geographic Logging Engine)","WiGLE","database và tool thu th?p d? li?u v? trí Wi-Fi.","10","Là một website và cơ sở dữ liệu toàn cầu về các mạng không dây, được xây dựng từ dữ liệu do cộng đồng đóng góp. Được dùng trong giai đoạn trinh sát để thu thập thông tin về các mạng Wi-Fi của một tổ chức.","Một nhà nghiên cứu sử dụng WiGLE để tìm kiếm và vẽ bản đồ các điểm truy cập Wi-Fi trong một thành phố."
"264","Fern Wi-Fi Cracker","Fern Wi-Fi Cracker","GUI tool t?n công m?t kh?u Wi-Fi.","10","Là một công cụ tấn công và kiểm toán bảo mật mạng không dây có giao diện đồ họa, giúp đơn giản hóa việc bẻ khóa WEP, WPA và tấn công WPS.","Một người mới bắt đầu trong lĩnh vực bảo mật sử dụng Fern Wi-Fi Cracker để thực hiện các cuộc tấn công Wi-Fi đầu tiên của mình."
"265","OpenStego","OpenStego","tool steganography — gi?u d? li?u trong ?nh.","10","Là một công cụ steganography mã nguồn mở, cho phép người dùng che giấu một file bí mật bên trong một file ảnh.","Một người dùng sử dụng OpenStego để ẩn một tài liệu văn bản quan trọng vào bên trong một bức ảnh trước khi gửi nó qua email."
"266","snow","snow","tool steganography/?n d? li?u trong text ho?c media.","10","Là một chương trình steganography cổ điển, có khả năng che giấu thông điệp trong các file văn bản ASCII bằng cách thêm các khoảng trắng ở cuối dòng.","Attacker sử dụng snow để che giấu một thông điệp ngắn gọn trong một file văn bản có vẻ như vô hại."
"267","Coagula","Coagula","tool chuy?n d? li?u vào d?ng âm thanh d? steganography.","10","Là một công cụ tổng hợp hình ảnh thành âm thanh, cho phép che giấu hình ảnh và dữ liệu trong các file âm thanh.","Một nghệ sĩ sử dụng Coagula để nhúng các hình ảnh ẩn vào trong bản nhạc của mình như một dạng "trứng phục sinh"."
"268","Sonic Visualiser","Sonic Visualiser","phân tích audio — dùng trong forensic ho?c steganography.","10","Là một ứng dụng để xem và phân tích nội dung của các file âm thanh. Trong pháp y số, nó có thể được dùng để phát hiện các dữ liệu ẩn được che giấu bằng kỹ thuật steganography.","Một điều tra viên sử dụng Sonic Visualiser để phân tích một file âm thanh đáng ngờ và tìm thấy một tín hiệu bất thường có chứa dữ liệu ẩn."
"269","TinEye","TinEye","reverse image search — tìm ngu?n g?c/metadata ?nh.","10","Là một công cụ tìm kiếm hình ảnh ngược, cho phép người dùng tải lên một bức ảnh và tìm kiếm xem nó đã xuất hiện ở đâu trên Internet. Rất hữu ích trong việc điều tra OSINT.","Một nhà báo sử dụng TinEye để xác minh xem một bức ảnh được đăng trên mạng xã hội là thật hay đã được lấy từ một nguồn khác."
"270","Metagoofil","Metagoofil","OSINT tool trích xu?t metadata t? tài li?u công khai.","10","Là một công cụ OSINT dùng để trích xuất metadata từ các tài liệu công khai (như pdf, doc, xls) được tìm thấy trên một tên miền mục tiêu.","Pentester sử dụng Metagoofil để tìm kiếm các tên người dùng và đường dẫn mạng nội bộ bị rò rỉ trong các tài liệu trên website của công ty."
"271","ScoutSuite / Scout Suite","ScoutSuite","tool dánh giá c?u hình b?o m?t cloud — AWS, Azure, GCP.","10","Là một công cụ kiểm toán bảo mật mã nguồn mở cho các môi trường đám mây, giúp tự động phát hiện các cấu hình sai và các rủi ro bảo mật trên AWS, Azure và GCP.","Một kỹ sư DevOps sử dụng ScoutSuite để kiểm tra môi trường đám mây của công ty và đảm bảo nó tuân thủ các thực hành tốt nhất về bảo mật."
"272","CloudBrute","CloudBrute","tool enumeration tài kho?n cloud, ki?m tra quy?n truy c?p.","10","Là một công cụ dùng để tìm kiếm các tài nguyên và hạ tầng của một tổ chức trên các nhà cung cấp đám mây lớn.","Attacker sử dụng CloudBrute để tìm kiếm các bucket S3 hoặc các blog lưu trữ của một công ty mục tiêu."
"273","Pacu","Pacu","AWS exploitation framework — pentest cloud.","10","Là một framework khai thác mã nguồn mở dành riêng cho môi trường AWS, giúp tự động hóa việc kiểm thử xâm nhập vào các tài khoản AWS.","Sau khi có được một bộ khóa API của AWS, pentester sử dụng Pacu để tự động thực hiện các kỹ thuật leo thang đặc quyền và khai thác các dịch vụ khác."
"274","Cloud Custodian","Cloud Custodian","tool qu?n lý, ki?m soát tuân th? chính sách cloud.","10","Là một công cụ mã nguồn mở giúp quản lý và tự động hóa việc tuân thủ các chính sách bảo mật, chi phí và quản trị trên các môi trường đám mây công cộng.","Một công ty sử dụng Cloud Custodian để tự động thực thi một chính sách: 'xóa tất cả các bucket S3 không được mã hóa sau 24 giờ'."
"275","WPScan (Wordpress scanner)","WPScan","web scanner chuyên WordPress d? tìm l? h?ng và c?u hình sai.","10","Là một công cụ quét lỗ hổng "hộp đen" dành riêng cho các trang web WordPress, giúp tìm kiếm các plugin, theme và phiên bản WordPress có lỗ hổng đã biết.","Quản trị viên trang web sử dụng WPScan hàng tuần để kiểm tra xem trang WordPress của họ có các vấn đề bảo mật nào cần được vá hay không."
"276","John the Ripper","John the Ripper","password cracker ph? bi?n — brute-force, dictionary attack.","10","Là một trong những công cụ bẻ khóa mật khẩu miễn phí và nổi tiếng nhất, có khả năng phát hiện loại hash và sử dụng nhiều phương pháp tấn công khác nhau.","Sau khi trích xuất các hash mật khẩu từ một file /etc/shadow, pentester sử dụng John the Ripper để bẻ khóa chúng."
"277","Mdk4","Mdk4","tool pentest Wi-Fi — deauth, fuzzing, t?n công m?ng không dây.","10","Là một công cụ tấn công mạng Wi-Fi mạnh mẽ, có khả năng gây ra các cuộc tấn công từ chối dịch vụ, tấn công deauthentication và nhiều loại tấn công khác.","Pentester sử dụng Mdk4 để thực hiện một cuộc tấn công deauthentication nhằm ngắt kết nối tất cả người dùng khỏi một mạng Wi-Fi."
"278","Rogue access points","di?m truy c?p gi? m?o","m?ng Wi-Fi gi? m?o d? dánh c?p d? li?u ho?c redirect traffic.","10","Là một điểm truy cập Wi-Fi không được ủy quyền được cài đặt trong một mạng. Nó có thể được kẻ tấn công sử dụng để thực hiện các cuộc tấn công Man-in-the-Middle hoặc đánh cắp dữ liệu.","Attacker thiết lập một Rogue Access Point có tên giống hệt mạng Wi-Fi của công ty để lừa nhân viên kết nối vào."
"279","Cain and Abel","Cain and Abel","tool ph?c h?i m?t kh?u Windows — password cracking, sniffing, brute-force.","10","Là một công cụ khôi phục mật khẩu và an ninh đa năng cho hệ điều hành Windows, có khả năng thực hiện sniffing mạng, bẻ khóa mật khẩu và nhiều cuộc tấn công khác.","Một chuyên gia bảo mật sử dụng Cain and Abel để phân tích mạng và khôi phục các mật khẩu đã quên trong một môi trường được cho phép."
"280","Hashcat","Hashcat","password cracking tool m?nh — h? tr? GPU, nhi?u thu?t toán hash.","10","Là công cụ bẻ khóa mật khẩu nhanh nhất thế giới, tận dụng sức mạnh của GPU để thực hiện các cuộc tấn công brute-force và từ điển trên hàng trăm loại hash khác nhau.","Sau khi có được một cơ sở dữ liệu hash NTLM, pentester sử dụng Hashcat với một dàn GPU mạnh để bẻ khóa chúng trong thời gian ngắn nhất."
"281","Hydra","Hydra","tool t?n công m?t kh?u da giao th?c — brute-force, dictionary attack.","10","Là một công cụ bẻ khóa mật khẩu đăng nhập trực tuyến rất nhanh và linh hoạt, hỗ trợ hàng chục giao thức khác nhau như FTP, SSH, RDP, và HTTP.","Attacker sử dụng Hydra để thực hiện một cuộc tấn công từ điển vào trang đăng nhập của một thiết bị router."
"282","RainbowCrack","RainbowCrack","tool crack m?t kh?u b?ng rainbow tables.","10","Là một công cụ bẻ khóa mật khẩu sử dụng kỹ thuật "rainbow tables" – một phương pháp đánh đổi dung lượng lưu trữ để lấy tốc độ bẻ khóa cực nhanh.","Pentester sử dụng RainbowCrack với một bộ rainbow tables đã được tính toán trước để bẻ khóa các hash LM của Windows."
"283","Medusa and Ncrack","Medusa, Ncrack","tool t?n công m?t kh?u m?nh m?, da giao th?c.","10","Là hai công cụ tấn công mật khẩu mạng song song và hàng loạt, được thiết kế để kiểm tra một lượng lớn máy chủ với nhiều thông tin đăng nhập khác nhau.","Quản trị viên sử dụng Ncrack để kiểm tra xem có bất kỳ thiết bị nào trong mạng của họ đang sử dụng mật khẩu mặc định hay không."
"284","CeWL","CeWL","tool thu th?p t? v?ng d? ph?c v? t?n công m?t kh?u d?a trên website.","10","Là một công cụ tạo danh sách từ khóa tùy chỉnh bằng cách thu thập các từ trên trang web của mục tiêu. Danh sách này sau đó được dùng cho các cuộc tấn công mật khẩu.","Pentester sử dụng CeWL để tạo một danh sách từ khóa từ trang web của công ty, hy vọng rằng nhân viên sẽ sử dụng các từ liên quan đến công ty để đặt mật khẩu."
"285","Mimikatz","Mimikatz","tool khai thác credentials Windows — hash, token, plain text passwords.","10","Là công cụ "huyền thoại" để đánh cắp thông tin xác thực (credentials) trên Windows. Đây là thứ đầu tiên attacker sẽ chạy sau khi có được quyền admin trên một máy tính.","Sau khi có quyền admin, attacker chạy Mimikatz với lệnh sekurlsa::logonpasswords để lấy toàn bộ mật khẩu dưới dạng chữ rõ (plaintext) từ bộ nhớ."
"286","Patator","Patator","tool brute-force da nang — FTP, SSH, SMB, HTTP…","10","Là một công cụ brute-force đa năng, rất linh hoạt, hỗ trợ nhiều loại dịch vụ và cho phép tùy chỉnh cao trong việc xây dựng các payload tấn công.","Pentester sử dụng Patator để thực hiện một cuộc tấn công brute-force vào một trang đăng nhập có cơ chế bảo vệ chống brute-force phức tạp."
"287","Microsoft's Remote Desktop Protocol (RDP)","RDP","giao th?c di?u khi?n máy tính t? xa c?a Microsoft.","10","Là giao thức quản trị từ xa phổ biến nhất cho Windows. Nếu bị lộ ra Internet, nó trở thành mục tiêu hàng đầu cho các cuộc tấn công brute-force mật khẩu.","Attacker quét và tìm thấy một server có cổng 3389 (RDP) đang mở. Chúng tiến hành dò mật khẩu quản trị viên cho đến khi thành công và chiếm được toàn quyền điều khiển server."
"288","Apple Remote Desktop","Apple Remote Desktop","ph?n m?m di?u khi?n máy Mac t? xa.","10","Là công cụ điều khiển từ xa chính thức cho macOS. Trong môi trường sử dụng nhiều máy Mac, nó trở thành mục tiêu tương tự như RDP để di chuyển ngang.","Trong mạng văn phòng, attacker chiếm được một máy Mac và dùng nó để quét tìm các máy khác đang bật dịch vụ Apple Remote Desktop nhằm chiếm quyền điều khiển."
"289","VNC","VNC","giao th?c di?u khi?n máy tính t? xa, cross-platform.","10","Là giao thức điều khiển từ xa đa nền tảng. Thường bị attacker lợi dụng khi các hệ thống VNC được cấu hình với mật khẩu yếu hoặc không có mật khẩu.","Pentester phát hiện một máy chủ có cổng 5900 (VNC) đang mở và không yêu cầu mật khẩu. Họ dùng VNC client kết nối thẳng vào và thấy toàn bộ màn hình desktop của máy chủ đó."
"290","X server forwarding","X server forwarding","k? thu?t hi?n th? GUI t? Linux server qua SSH.","10","Dùng trong môi trường Linux/Unix để chạy ứng dụng đồ họa từ xa. Attacker có thể lợi dụng kênh này để chụp màn hình hoặc bắt các thao tác bàn phím (keylogging) nếu kiểm soát được kết nối.","Attacker lừa quản trị viên SSH vào một server độc hại có bật X11 forwarding. Khi quản trị viên mở một ứng dụng đồ họa, cửa sổ sẽ hiện ra, nhưng attacker có thể ghi lại các thông tin được nhập vào."
"291","Veil","Veil","framework t?o payload tránh phát hi?n AV/EDR.","10","Là một framework dùng để tạo ra các payload của Metasploit đã được mã hóa và làm rối, nhằm mục đích né tránh sự phát hiện của các phần mềm diệt virus.","Pentester sử dụng Veil để tạo một file thực thi độc hại có tỷ lệ bị phát hiện (FUD - Fully Undetectable) cao."
"292","Tor","Tor","m?ng ?n danh — dùng d? ?n IP, evasion, OSINT, C2.","10","Là một mạng lưới ẩn danh cho phép người dùng che giấu địa chỉ IP và vị trí của mình. Được sử dụng bởi cả những người cần quyền riêng tư và cả các attacker để che giấu dấu vết.","Một attacker điều khiển hệ thống C2 của mình thông qua mạng Tor để làm cho việc truy tìm nguồn gốc của cuộc tấn công trở nên khó khăn hơn."
"293","Proxychains","Proxychains","tool d?nh tuy?n luu lu?ng qua proxy d? ?n IP.","10","Là một công cụ cho phép định tuyến lưu lượng truy cập từ bất kỳ ứng dụng nào qua một chuỗi các proxy (như SOCKS4, SOCKS5, HTTP), thường được dùng để che giấu địa chỉ IP.","Pentester sử dụng Proxychains kết hợp với Nmap để quét mục tiêu thông qua mạng Tor, che giấu địa chỉ IP thật của mình."
"294","Encryption","mã hóa","b?o v? d? li?u — symmetric/asymmetric, TLS, AES…","10","Là quá trình chuyển đổi dữ liệu thành một định dạng không thể đọc được nếu không có khóa giải mã. Là một biện pháp phòng thủ cốt lõi, nhưng cũng được mã độc tống tiền (ransomware) sử dụng.","Công ty sử dụng Encryption toàn bộ ổ đĩa để bảo vệ dữ liệu trên laptop của nhân viên trong trường hợp bị mất cắp."
"295","Evasion","né tránh","k? thu?t tránh phát hi?n b?i AV/IDS/EDR ho?c logging.","10","Là các kỹ thuật được mã độc và attacker sử dụng để qua mặt các biện pháp phòng thủ như phần mềm diệt virus (AV), hệ thống phát hiện xâm nhập (IDS), và các công cụ ghi log.","Attacker sử dụng mã hóa và các kỹ thuật làm rối mã (obfuscation) trên payload của mình như một kỹ thuật Evasion."
"296","Cisco's Encrypted Traffic Analytics (ETA), U. S. National Security Agency (NSA)","Cisco ETA; NSA","công ngh?/phuong pháp phân tích traffic mã hóa d? phát hi?n m?i de d?a.","10","Là một công nghệ phân tích các mẫu lưu lượng mạng đã được mã hóa để phát hiện các mối đe dọa mà không cần phải giải mã chúng.","Một hệ thống mạng lớn sử dụng Cisco's ETA để phát hiện các hoạt động của mã độc bên trong các luồng HTTPS."
"297","Dual Elliptic Curve Deterministic Random Bit Generator (Dual_EC_DRBG)","Dual_EC_DRBG","co ch? t?o s? ng?u nhiên d?a trên elip — t?ng có backdoor nghi ng?.","10","Là một tiêu chuẩn tạo số ngẫu nhiên đã không còn được tin dùng do có những cáo buộc rằng nó chứa một backdoor của NSA.","Các tiêu chuẩn bảo mật hiện đại cấm sử dụng Dual_EC_DRBG do các lo ngại về tính toàn vẹn của nó."
"298","DNS tunneling (DNS exfiltration)","DNS tunneling","k? thu?t g?i d? li?u ra ngoài qua truy v?n DNS.","10","Là một kỹ thuật dùng để che giấu dữ liệu hoặc tạo kênh C2 bằng cách đóng gói chúng vào trong các truy vấn DNS, thường được dùng để vượt qua các tường lửa nghiêm ngặt.","Attacker sử dụng DNS tunneling để rút trộm dữ liệu từ một mạng bị cô lập, chỉ cho phép lưu lượng DNS đi ra ngoài."
"299","Metasploit","Metasploit","framework khai thác/exploit ph? bi?n cho pentest — modules, payload, post-exploit.","10","Là một framework khai thác toàn diện và phổ biến nhất, cung cấp một bộ sưu tập lớn các exploit, payload, và các công cụ phụ trợ để tự động hóa quá trình tấn công.","Pentester sử dụng Metasploit để chạy exploit EternalBlue, tự động tấn công và nhận về một phiên Meterpreter."
"300","Browser Exploitation Framework Project (BeEF)","BeEF","framework t?n công trình duy?t web — khai thác browser, XSS.","10","Là một công cụ tập trung vào việc tấn công phía trình duyệt. Sau khi "hook" được một trình duyệt, BeEF cho phép pentester thực hiện nhiều hành động khác nhau trên máy của nạn nhân.","Sau khi khai thác thành công một lỗ hổng XSS, attacker sử dụng BeEF để chiếm quyền điều khiển trình duyệt của nạn nhân, đánh cắp cookie và thực hiện các hành động khác."
